HOT669 SEQF2286 1 1 1529	Neisseria meningitidis H44/76	GCA_000185025.2_ASM18502v2
HOT664 664-3039 1 2 1497	Treponema_maltophilum__HOT_664__Strain_Smibert_D4B__GB_AF023039__Named__G__4	GCA_000468115.1_TsocrATCC35536v1.0
HOT664 SEQF1941 2 2 1534	Treponema maltophilum ATCC 51939	GCA_000413055.1_Trep_malt_ATCC_51939_V1
HOT664 SEQF1941 1 2 1534	Treponema maltophilum ATCC 51939	GCA_000413055.1_Trep_malt_ATCC_51939_V1
HOT664 664-C021 2 2 1478	Treponema_maltophilum__HOT_664__Clone__C021__GB_AF023038__Named__G__4	GCA_000413055.1_Trep_malt_ATCC_51939_V1
HOT260 260-D031 1 1 1478	Treponema_sp.__HOT_260__Clone__D031__GB_AF023041__Phylotype__X__0	GCA_000413055.1_Trep_malt_ATCC_51939_V1
HOT653 SEQF2462 1 1 1535	Treponema lecithinolyticum ATCC 700332	GCA_000468055.1_ASM46805v1
HOT653 653-3040 1 1 1479	Treponema_lecithinolyticum__HOT_653__Clone_GF6__GB_AF023040__Named__G__4	GCA_000468055.1_ASM46805v1
HOT490 490JU025 1 2 1477	Treponema_sp.__HOT_490__Clone_JU025__GB_AY349417__Phylotype__X__1	GCA_000468055.1_ASM46805v1
HOT490 490-9247 2 2 1500	Treponema_sp.__HOT_490__Strain_OMZ_839__GB_AY369247__Phylotype__X__1	GCA_000468055.1_ASM46805v1
HOT258 258-C009 1 1 1477	Treponema_sp.__HOT_258__Clone__C009__GB_AF023042__Phylotype__X__3	GCA_000468055.1_ASM46805v1
HOT271 271-C025 1 1 1474	Treponema_sp.__HOT_271__Clone__C025__GB_AF023043__Phylotype__X__1	GCA_000468055.1_ASM46805v1
HOT357 357W5455 3 3 1496	Pyramidobacter_piscolens__HOT_357__Strain_W5455__GB_EU309492__Named__G__2	GCA_000468055.1_ASM46805v1
HOT357 SEQF1611 1 1 525	Pyramidobacter piscolens W5455	GCA_000177335.1_ASM17733v1
HOT357 357-8615 2 3 1478	Pyramidobacter_piscolens__HOT_357__Clone_C2ALM009__GB_AY278615__Named__G__2	GCA_000177335.1_ASM17733v1
HOT357 357BA121 1 3 1496	Pyramidobacter_piscolens__HOT_357__Clone_BA121__GB_AY005444__Named__G__2	GCA_000177335.1_ASM17733v1
HOT777 SEQF1612 1 1 1518	Jonquetella anthropi E3_33 E1	GCA_000161995.1_ASM16199v1
HOT777 777-1216 1 1 1485	Jonquetella_anthropi__HOT_777__Strain_E3_33__GB_AF481216__Named__G__2	GCA_000161995.1_ASM16199v1
HOT360 360BH017 1 1 1477	Fretibacterium_sp.__HOT_360__Clone_BH017__GB_AF125199__Phylotype__X__4	GCA_000161995.1_ASM16199v1
HOT362 362-D084 1 2 1477	Fretibacterium_sp.__HOT_362__Clone_D084__GB_AF125200__Phylotype__X__3	GCA_000161995.1_ASM16199v1
HOT362 362-0928 2 2 1477	Fretibacterium_sp.__HOT_362__Clone_2P9__GB_JX010928__Phylotype__X__3	GCA_000161995.1_ASM16199v1
HOT359 359BH007 1 1 1476	Fretibacterium_sp.__HOT_359__Clone_BH007__GB_AY005447__Phylotype__X__4	GCA_000161995.1_ASM16199v1
HOT361 361JV023 3 3 1477	Fretibacterium_sp.__HOT_361__Clone_JV023__GB_AY349372__Phylotype__X__2	GCA_000161995.1_ASM16199v1
HOT361 361-D006 1 3 1477	Fretibacterium_sp.__HOT_361__Clone_D006__GB_AF125201__Phylotype__X__2	GCA_000161995.1_ASM16199v1
HOT361 361-1214 2 3 1477	Fretibacterium_sp.__HOT_361__Clone_MCE7_5__GB_AF481214__Phylotype__X__2	GCA_000161995.1_ASM16199v1
HOT358 358BB062 1 1 1477	Fretibacterium_sp.__HOT_358__Clone_BB062__GB_AY005445__Phylotype__X__4	GCA_000161995.1_ASM16199v1
HOT363 363-W090 1 3 1473	Fretibacterium_fastidiosum__HOT_363__Clone_W090__GB_AF125203__Named__G__4	GCA_000161995.1_ASM16199v1
HOT363 363-1215 3 3 1473	Fretibacterium_fastidiosum__HOT_363__Clone_MCE3_120__GB_AF481215__Named__G__4	GCA_000161995.1_ASM16199v1
HOT363 363-W028 2 3 1473	Fretibacterium_fastidiosum__HOT_363__Clone_W028__GB_AF125202__Named__G__4	GCA_000161995.1_ASM16199v1
HOT439 439-8332 1 1 1470	Anaerolineae_[G-1]_sp.__HOT_439__Clone_PCR-walk__GB_KM018332__Unnamed__G__3	GCA_000161995.1_ASM16199v1
HOT733 733-6108 1 1 1527	Chlamydophila_pneumoniae__HOT_733__Strain_TW183__GB_L06108__Named__G__0	GCA_000161995.1_ASM16199v1
HOT733 SEQF1182 1 1 1552	Chlamydophila pneumoniae TW-183	GCA_000007205.1_ASM720v1
HOT733 SEQF1180 1 1 1552	Chlamydophila pneumoniae CWL029	GCA_000008745.1_ASM874v1
HOT733 SEQF1399 1 1 1560	Chlamydophila pneumoniae LPCoLN	GCA_000024145.1_ASM2414v1
HOT847 SEQF2790 4 5 1520	Leptotrichia sp. oral taxon 847 F0260	GCA_001553645.1_ASM155364v1
HOT847 SEQF2790 5 5 1520	Leptotrichia sp. oral taxon 847 F0260	GCA_001553645.1_ASM155364v1
HOT847 SEQF2790 2 5 1520	Leptotrichia sp. oral taxon 847 F0260	GCA_001553645.1_ASM155364v1
HOT847 SEQF2790 3 5 1520	Leptotrichia sp. oral taxon 847 F0260	GCA_001553645.1_ASM155364v1
HOT847 847F0260 1 1 1466	Leptotrichia_sp.__HOT_847__Strain_F0260__GB_FJ577250__Unnamed__G__1	GCA_001553645.1_ASM155364v1
HOT847 SEQF2790 1 5 1520	Leptotrichia sp. oral taxon 847 F0260	GCA_001553645.1_ASM155364v1
HOT218 218EI013 1 1 1466	Leptotrichia_sp.__HOT_218__Clone_EI013__GB_AF385571__Phylotype__X__4	GCA_001553645.1_ASM155364v1
HOT498 498IK040 1 1 1467	Leptotrichia_sp.__HOT_498__Clone_IK040__GB_AY349387__Unnamed__G__4	GCA_001553645.1_ASM155364v1
HOT213 213DA069 1 1 1466	Leptotrichia_hongkongensis__HOT_213__Clone_DA069__GB_AF287811__Named__X__5	GCA_001553645.1_ASM155364v1
HOT879 SEQF2353 1 1 853	Leptotrichia sp. oral taxon 879 str. F0557	GCA_000469385.1_ASM46938v1
HOT879 879F0557 1 1 1467	Leptotrichia_sp.__HOT_879__Strain_F0557__GB_tbd__Unnamed__G__4	GCA_000469385.1_ASM46938v1
HOT214 214DE081 1 1 1467	Leptotrichia_shahii__HOT_214__Clone_DE081__GB_AF366268__Named__G__3	GCA_000469385.1_ASM46938v1
HOT417 417-8621 1 1 1467	Leptotrichia_sp.__HOT_417__Clone_C3MKM102__GB_AY278621__Phylotype__X__5	GCA_000469385.1_ASM46938v1
HOT222 SEQF1618 1 1 1500	Leptotrichia wadei F0279	GCA_000469405.1_ASM46940v1
HOT222 222F0279 1 2 1467	Leptotrichia_wadei__HOT_222__Strain_F0279__GB_tbd__Named__G__5	GCA_000469405.1_ASM46940v1
HOT222 222-7816 2 2 1467	Leptotrichia_wadei__HOT_222__Strain_A39FD__GB_AF287816__Named__G__5	GCA_000469405.1_ASM46940v1
HOT463 463GT020 1 1 1467	Leptotrichia_sp.__HOT_463__Clone_GT020__GB_AY349385__Phylotype__X__4	GCA_000469405.1_ASM46940v1
HOT563 SEQF1287 2 5 1505	Leptotrichia buccalis C-1013-b	GCA_000023905.1_ASM2390v1
HOT563 SEQF1287 1 5 1505	Leptotrichia buccalis C-1013-b	GCA_000023905.1_ASM2390v1
HOT563 563-7788 1 1 1467	Leptotrichia_buccalis__HOT_563__Strain_not_listed__GB_L37788__Named__G__5	GCA_000023905.1_ASM2390v1
HOT563 SEQF1287 5 5 1505	Leptotrichia buccalis C-1013-b	GCA_000023905.1_ASM2390v1
HOT563 SEQF1287 3 5 1505	Leptotrichia buccalis C-1013-b	GCA_000023905.1_ASM2390v1
HOT563 SEQF1287 4 5 1505	Leptotrichia buccalis C-1013-b	GCA_000023905.1_ASM2390v1
HOT225 225HE052 1 2 1467	Leptotrichia_sp.__HOT_225__Clone_HE052__GB_GQ422732__Unnamed__G__5	GCA_000023905.1_ASM2390v1
HOT225 SEQF2452 1 1 1500	Leptotrichia sp. oral taxon 225 str. F0581	GCA_000469525.1_ASM46952v1
HOT225 225-FEA2 2 2 1467	Leptotrichia_sp.__HOT_225__Strain_FEA2__GB_GQ422731__Unnamed__G__5	GCA_000469525.1_ASM46952v1
HOT224 224-7813 1 1 1467	Leptotrichia_hofstadii__HOT_224__Strain_FAC5__GB_AF287813__Named__G__5	GCA_000469525.1_ASM46952v1
HOT224 SEQF1601 3 3 443	Leptotrichia hofstadii F0254	GCA_000162955.1_ASM16295v1
HOT224 SEQF1601 1 3 1500	Leptotrichia hofstadii F0254	GCA_000162955.1_ASM16295v1
HOT224 SEQF1601 2 3 1500	Leptotrichia hofstadii F0254	GCA_000162955.1_ASM16295v1
HOT223 223F138 1 1 1467	Leptotrichia_sp.__HOT_223__Clone__F138__GB_AF287814__Phylotype__X__4	GCA_000162955.1_ASM16295v1
HOT909 909-Wade 1 1 1467	Leptotrichia_sp.__HOT_909__Clone_CP4_C6__GB_KC203062__Phylotype__X__3	GCA_000162955.1_ASM16295v1
HOT845 845F0264 1 1 1467	Leptotrichia_goodfellowii__HOT_845__Strain_F0264__GB_FJ577259__Named__G__4	GCA_000162955.1_ASM16295v1
HOT219 219EI022 1 1 1467	Leptotrichia_sp.__HOT_219__Clone_EI022__GB_AF385572__Phylotype__X__4	GCA_000162955.1_ASM16295v1
HOT221 221FP036 1 1 1467	Leptotrichia_sp.__HOT_221__Clone_FP036__GB_AF432138__Phylotype__X__5	GCA_000162955.1_ASM16295v1
HOT212 212BU064 1 1 1465	Leptotrichia_sp.__HOT_212__Clone_BU064__GB_AY008309__Unnamed__G__5	GCA_000162955.1_ASM16295v1
HOT212 SEQF2748 2 4 1519	Leptotrichia sp. oral taxon 212 W10393	GCA_001274535.1_ASM127453v1
HOT212 SEQF2748 3 4 1519	Leptotrichia sp. oral taxon 212 W10393	GCA_001274535.1_ASM127453v1
HOT212 SEQF2748 4 4 1519	Leptotrichia sp. oral taxon 212 W10393	GCA_001274535.1_ASM127453v1
HOT212 SEQF2748 1 4 1519	Leptotrichia sp. oral taxon 212 W10393	GCA_001274535.1_ASM127453v1
HOT215 SEQF2444 1 1 1498	Leptotrichia sp. oral taxon 215 str. W9775	GCA_000469505.1_ASM46950v1
HOT215 215DR011 1 1 1465	Leptotrichia_sp.__HOT_215__Clone_DR011__GB_AF385518__Unnamed__G__5	GCA_000469505.1_ASM46950v1
HOT392 392-7053 1 1 1467	Leptotrichia_sp.__HOT_392__Clone_P2PB_51__GB_AY207053__Phylotype__X__5	GCA_000469505.1_ASM46950v1
HOT217 217DT031 1 1 1466	Leptotrichia_sp.__HOT_217__Clone_DT031__GB_AF366276__Phylotype__X__3	GCA_000469505.1_ASM46950v1
HOT844 SEQF2778 3 3 1530	Sneathia amnii SN35	GCA_000973085.1_ASM97308v1
HOT844 844-8425 1 1 1468	Sneathia_amnii_[NVP]__HOT_844__Strain_AMN-1__GB_AY078425__Named__G__2	GCA_000973085.1_ASM97308v1
HOT844 SEQF2778 1 3 1530	Sneathia amnii SN35	GCA_000973085.1_ASM97308v1
HOT844 SEQF2778 2 3 1530	Sneathia amnii SN35	GCA_000973085.1_ASM97308v1
HOT837 837-8342 1 1 1483	Sneathia_sanguinegens__HOT_837__Strain_CCUG_41628__GB_NR_118342__Named__G__2	GCA_000973085.1_ASM97308v1
HOT205 205FL002 1 1 1475	Fusobacterium_sp.__HOT_205__Clone_FL002__GB_GU350452__Phylotype__X__4	GCA_000973085.1_ASM97308v1
HOT698 698-3496 1 1 1475	Fusobacterium_nucleatum_subsp._nucleatum__HOT_698__Strain_ATCC_25586__GB_AJ133496__Named__G__4	GCA_000973085.1_ASM97308v1
HOT698 SEQF2067 1 1 1508	Fusobacterium nucleatum subsp. nucleatum ATCC 23726	GCA_000178895.1_ASM17889v1
HOT203 203CY024 1 3 1475	Fusobacterium_sp.__HOT_203__Clone_CY024__GB_AF287809__Unnamed__X__5	GCA_000178895.1_ASM17889v1
HOT203 203FV003 2 3 1475	Fusobacterium_sp.__HOT_203__Clone_FV003__GB_GQ422730__Unnamed__X__5	GCA_000178895.1_ASM17889v1
HOT203 203-I035 3 3 1475	Fusobacterium_sp.__HOT_203__Clone__I035__GB_AF287815__Unnamed__X__5	GCA_000178895.1_ASM17889v1
HOT370 370-1217 1 1 1474	Fusobacterium_sp.__HOT_370__Strain_E9_12__GB_AF481217__Unnamed__G__3	GCA_000178895.1_ASM17889v1
HOT202 202-7812 1 1 1461	Fusobacterium_nucleatum_subsp._polymorphum__HOT_202__Strain_ATCC_10953__GB_AF287812__Named__G__6	GCA_000178895.1_ASM17889v1
HOT201 SEQF2529 3 3 1494	Fusobacterium periodonticum 2_1_31	GCA_000158215.3_Fuso_sp_2_1_31_V3
HOT201 SEQF2529 1 3 1494	Fusobacterium periodonticum 2_1_31	GCA_000158215.3_Fuso_sp_2_1_31_V3
HOT201 SEQF2406 1 1 1494	Fusobacterium periodonticum D10	GCA_000297655.1_Fuso_PO_Taxon_201_D10_V1
HOT201 SEQF2529 2 3 1494	Fusobacterium periodonticum 2_1_31	GCA_000158215.3_Fuso_sp_2_1_31_V3
HOT201 201BS011 1 2 1461	Fusobacterium_periodonticum__HOT_201__Clone_BS011__GB_AF432130__Named__G__6	GCA_000158215.3_Fuso_sp_2_1_31_V3
HOT201 SEQF1160 1 1 1494	Fusobacterium periodonticum ATCC 33693	GCA_000160475.1_ASM16047v1
HOT201 201-5405 2 2 1461	Fusobacterium_periodonticum__HOT_201__Strain_ATCC_33693__GB_X55405__Named__G__6	GCA_000160475.1_ASM16047v1
HOT420 SEQF2539 2 5 1507	Fusobacterium nucleatum subsp. animalis 4_8	GCA_000400875.1_ASM40087v1
HOT420 420-8617 2 2 1474	Fusobacterium_nucleatum_subsp._animalis__HOT_420__Clone_C4AKM033__GB_AY278617__Named__G__5	GCA_000400875.1_ASM40087v1
HOT420 420-5404 1 2 1474	Fusobacterium_nucleatum_subsp._animalis__HOT_420__Strain_NCTC_12276__GB_X55404__Named__G__5	GCA_000400875.1_ASM40087v1
HOT420 SEQF2530 2 6 1472	Fusobacterium nucleatum subsp. animalis 21_1A	GCA_000218645.2_Fusobacterium_sp_21_1A_V3
HOT202 SEQF1680 4 5 1506	Fusobacterium nucleatum subsp. polymorphum F0401	GCA_000234075.2_Fuso_nucl_F0401_V2
HOT420 SEQF2539 3 5 1507	Fusobacterium nucleatum subsp. animalis 4_8	GCA_000400875.1_ASM40087v1
HOT420 SEQF2530 5 6 1507	Fusobacterium nucleatum subsp. animalis 21_1A	GCA_000218645.2_Fusobacterium_sp_21_1A_V3
HOT420 SEQF2530 3 6 1507	Fusobacterium nucleatum subsp. animalis 21_1A	GCA_000218645.2_Fusobacterium_sp_21_1A_V3
HOT420 SEQF2539 4 5 1507	Fusobacterium nucleatum subsp. animalis 4_8	GCA_000400875.1_ASM40087v1
HOT420 SEQF2530 4 6 1507	Fusobacterium nucleatum subsp. animalis 21_1A	GCA_000218645.2_Fusobacterium_sp_21_1A_V3
HOT420 SEQF2531 1 1 1507	Fusobacterium nucleatum subsp. animalis 11_3_2	GCA_000218655.1_Fusobacterium_sp_11_3_2_V1
HOT420 SEQF2065 1 1 1507	Fusobacterium nucleatum subsp. animalis ATCC 51191	GCA_000220825.1_ASM22082v1
HOT202 SEQF1680 3 5 1507	Fusobacterium nucleatum subsp. polymorphum F0401	GCA_000234075.2_Fuso_nucl_F0401_V2
HOT420 SEQF2539 5 5 1508	Fusobacterium nucleatum subsp. animalis 4_8	GCA_000400875.1_ASM40087v1
HOT420 SEQF2539 1 5 1507	Fusobacterium nucleatum subsp. animalis 4_8	GCA_000400875.1_ASM40087v1
HOT420 SEQF2530 6 6 1507	Fusobacterium nucleatum subsp. animalis 21_1A	GCA_000218645.2_Fusobacterium_sp_21_1A_V3
HOT420 SEQF2530 1 6 1507	Fusobacterium nucleatum subsp. animalis 21_1A	GCA_000218645.2_Fusobacterium_sp_21_1A_V3
HOT202 SEQF1680 5 5 1507	Fusobacterium nucleatum subsp. polymorphum F0401	GCA_000234075.2_Fuso_nucl_F0401_V2
HOT202 SEQF1680 2 5 1507	Fusobacterium nucleatum subsp. polymorphum F0401	GCA_000234075.2_Fuso_nucl_F0401_V2
HOT202 SEQF1680 1 5 1507	Fusobacterium nucleatum subsp. polymorphum F0401	GCA_000234075.2_Fuso_nucl_F0401_V2
HOT200 SEQF1076 4 4 978		Fusobacterium nucleatum subsp. vincentii ATCC 49256	GCA_000182945.1_ASM18294v1
HOT200 SEQF1076 1 4 1501	Fusobacterium nucleatum subsp. vincentii ATCC 49256	GCA_000182945.1_ASM18294v1
HOT200 200-0026 1 4 1474	Fusobacterium_nucleatum_subsp._vincentii__HOT_200__Strain_ATCC_49256__GB_NZ_AABF02000026__Named__G__6	GCA_000182945.1_ASM18294v1
HOT200 200-7962 2 4 1461	Fusobacterium_nucleatum_subsp._vincentii__HOT_200__Clone_071075_343__GB_JQ477962__Named__G__6	GCA_000182945.1_ASM18294v1
HOT689 689-6965 1 1 1474	Fusobacterium_naviforme__HOT_689__Strain_DMS_20699__GB_AJ006965__Named__X__5	GCA_000182945.1_ASM18294v1
HOT200 200-R002 4 4 1474	Fusobacterium_nucleatum_subsp._vincentii__HOT_200__Clone__R002__GB_AF287806__Named__G__6	GCA_000182945.1_ASM18294v1
HOT200 200AJ050 3 4 1461	Fusobacterium_nucleatum_subsp._vincentii__HOT_200__Clone_AJ050__GB_AF287805__Named__G__6	GCA_000182945.1_ASM18294v1
HOT204 204CZ006 1 1 1461	Fusobacterium_sp.__HOT_204__Clone_CZ006__GB_AF287810__Phylotype__X__5	GCA_000182945.1_ASM18294v1
HOT690 SEQF2670 4 7 468		Fusobacterium necrophorum subsp. funduliforme B35	GCA_000600355.1_FNF_B35
HOT690 SEQF2389 1 1 1501	Fusobacterium necrophorum subsp. funduliforme Fnf 1007	GCA_000292975.1_FnecroFnf1007v1.0
HOT860 860-9686 1 1 1463	Fusobacterium_gonidiaformans__HOT_860__Strain_VE32H03__GB_GQ179686__Named__G__0	GCA_000292975.1_FnecroFnf1007v1.0
HOT690 SEQF2670 3 7 492		Fusobacterium necrophorum subsp. funduliforme B35	GCA_000600355.1_FNF_B35
HOT690 690-4948 1 1 1463	Fusobacterium_necrophorum__HOT_690__Strain_D4__GB_AF044948__Named__G__2	GCA_000600355.1_FNF_B35
HOT690 SEQF2670 6 7 1501	Fusobacterium necrophorum subsp. funduliforme B35	GCA_000600355.1_FNF_B35
HOT690 SEQF2064 1 1 1496	Fusobacterium necrophorum subsp. funduliforme 1_1_36S	GCA_000242215.1_Fuso_necr_1_1_36S_V1
HOT690 SEQF2347 1 1 1501	Fusobacterium necrophorum subsp. funduliforme ATCC 51357	GCA_000262225.1_ASM26222v1
HOT690 SEQF2532 1 1 1496	Fusobacterium necrophorum D12	GCA_000158295.2_Fuso_sp_D12_V2
HOT754 754-5583 1 1 1492	Mycoplasma_salivarium__HOT_754__Strain_PG20__GB_AF125583__Named__G__3	GCA_000158295.2_Fuso_sp_D12_V2
HOT561 561-5586 1 1 1488	Mycoplasma_buccale__HOT_561__Strain_CH20247__GB_AF125586__Named__X__0	GCA_000158295.2_Fuso_sp_D12_V2
HOT606 606-5590 1 1 1487	Mycoplasma_faucium__HOT_606__Strain_DC333__GB_AF125590__Named__X__3	GCA_000158295.2_Fuso_sp_D12_V2
HOT704 704-6060 1 1 1490	Mycoplasma_orale__HOT_704__Strain_ATCC_23714__GB_AY796060__Named__G__3	GCA_000158295.2_Fuso_sp_D12_V2
HOT632 632-2265 1 1 1488	Mycoplasma_hominis__HOT_632__Strain_PG21__GB_AJ002265__Named__G__1	GCA_000158295.2_Fuso_sp_D12_V2
HOT632 SEQF1722 2 2 1518	Mycoplasma hominis ATCC 23114	GCA_000085865.1_ASM8586v1
HOT632 SEQF1722 1 2 1518	Mycoplasma hominis ATCC 23114	GCA_000085865.1_ASM8586v1
HOT607 607-2937 1 1 1482	Mycoplasma_fermentans__HOT_607__Strain_JER__GB_NR_102937__Named__G__0	GCA_000085865.1_ASM8586v1
HOT607 SEQF1263 2 2 1529	Mycoplasma fermentans M64	GCA_000186005.1_ASM18600v1
HOT607 SEQF1928 1 2 1501	Mycoplasma fermentans JER	GCA_000148625.1_ASM14862v1
HOT607 SEQF1263 1 2 1529	Mycoplasma fermentans M64	GCA_000186005.1_ASM18600v1
HOT607 SEQF1928 2 2 1501	Mycoplasma fermentans JER	GCA_000148625.1_ASM14862v1
HOT656 656-4581 1 1 1480	Mycoplasma_lipophilum__HOT_656__Strain_ATCC_27104__GB_M24581__Named__X__2	GCA_000148625.1_ASM14862v1
HOT732 SEQF2571 1 1 1536	Mycoplasma pneumoniae M129-B7	GCA_000331085.2_ASM33108v2
HOT732 732-9061 1 1 1486	Mycoplasma_pneumoniae__HOT_732__Strain_ATCC_15531__GB_M29061__Named__G__0	GCA_000331085.2_ASM33108v2
HOT732 SEQF2156 1 1 1513	Mycoplasma pneumoniae 309	GCA_000283755.1_ASM28375v1
HOT732 SEQF1271 1 1 1513	Mycoplasma pneumoniae M129	GCA_000027345.1_ASM2734v1
HOT732 SEQF2157 1 1 1516	Mycoplasma pneumoniae FH	GCA_000143945.1_ASM14394v1
HOT616 SEQF2378 1 1 1524	Mycoplasma genitalium M6320	GCA_000292485.1_ASM29248v1
HOT616 SEQF2376 1 1 1524	Mycoplasma genitalium M2321	GCA_000292405.1_ASM29240v1
HOT616 SEQF2375 1 1 1524	Mycoplasma genitalium M2288	GCA_000292505.1_ASM29250v1
HOT616 SEQF1267 1 1 1519	Mycoplasma genitalium G37	GCA_000027325.1_ASM2732v1
HOT616 616-7334 1 1 1488	Mycoplasma_genitalium__HOT_616__Strain_G37__GB_X77334__Named__G__0	GCA_000027325.1_ASM2732v1
HOT616 SEQF2377 1 1 1524	Mycoplasma genitalium M6282	GCA_000292445.1_ASM29244v1
HOT504 504-3614 1 1 1445	Mollicutes_[G-1]_sp.__HOT_504__Clone_MB1_G23__GB_DQ003614__Phylotype__X__2	GCA_000292445.1_ASM29244v1
HOT906 906-Wade 1 1 1393	Mollicutes_[G-2]_sp.__HOT_906__Clone_CP6_C1__GB_KC203059__Phylotype__X__2	GCA_000292445.1_ASM29244v1
HOT349 349BS003 1 1 1431	TM7_[G-1]_sp.__HOT_349__Clone_BS003__GB_AY005448__Phylotype__X__5	GCA_000292445.1_ASM29244v1
HOT869 869-4W02 1 1 1431	TM7_[G-1]_sp.__HOT_869__Clone_4W02__GB_KM018321__Phylotype__X__4	GCA_000292445.1_ASM29244v1
HOT346 346AH040 1 1 1431	TM7_[G-1]_sp.__HOT_346__Clone_AH040__GB_AF125204__Phylotype__X__5	GCA_000292445.1_ASM29244v1
HOT347 347BE109 1 1 1431	TM7_[G-1]_sp.__HOT_347__Clone_BE109__GB_AY005446__Phylotype__X__4	GCA_000292445.1_ASM29244v1
HOT870 870-4Z11 1 1 1482	TM7_[G-6]_sp.__HOT_870__Clone_4Z11__GB_KM018322__Phylotype__X__4	GCA_000292445.1_ASM29244v1
HOT0952 SEQF2796 1 1 1482	Candidatus Saccharibacteria oral taxon TM7x	GCA_000803625.1_ASM80362v1
HOT0952 952-TM7x 1 1 1449	TM7_[G-1]_sp.__HOT_952__Strain_TM7x__GB_tbd__Unnamed__X__0	GCA_000803625.1_ASM80362v1
HOT352 352DR034 1 1 1482	TM7_[G-1]_sp.__HOT_352__Clone_DR034__GB_AF385520__Phylotype__X__5	GCA_000803625.1_ASM80362v1
HOT488 488HD027 1 1 1527	TM7_[G-1]_sp.__HOT_488__Clone_HD027__GB_AY349415__Phylotype__X__4	GCA_000803625.1_ASM80362v1
HOT348 348BN036 1 1 1431	TM7_[G-1]_sp.__HOT_348__Clone_BN036__GB_GQ422738__Phylotype__G__5	GCA_000803625.1_ASM80362v1
HOT350 350BU080 1 1 1430	TM7_[G-2]_sp.__HOT_350__Clone_BU080__GB_AF385568__Phylotype__X__4	GCA_000803625.1_ASM80362v1
HOT355 355-F061 1 1 1466	TM7_[G-4]_sp.__HOT_355__Clone__F061__GB_AF125205__Phylotype__X__4	GCA_000803625.1_ASM80362v1
HOT351 351CW040 1 1 1483	TM7_[G-3]_sp.__HOT_351__Clone_CW040__GB_AF385506__Phylotype__X__4	GCA_000803625.1_ASM80362v1
HOT356 356-1416 2 2 1425	TM7_[G-5]_sp.__HOT_356__Clone_P4PB_40__GB_AY331416__Phylotype__X__0	GCA_000803625.1_ASM80362v1
HOT356 356-I025 1 2 1425	TM7_[G-5]_sp.__HOT_356__Clone__I025__GB_AF125206__Phylotype__X__0	GCA_000803625.1_ASM80362v1
HOT108 SEQF1854 2 4 1513	Oribacterium sp. oral taxon 108 str. F0425	GCA_000214455.2_ASM21445v1
HOT108 SEQF1854 1 4 1513	Oribacterium sp. oral taxon 108 str. F0425	GCA_000214455.2_ASM21445v1
HOT934 SEQF2777 3 4 1511	Oribacterium parvum ACB1	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT934 934-5570 1 2 1478	Oribacterium_parvum__HOT_934__Strain_ACB1__GB_NR_125570__Named__G__4	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT934 SEQF2777 1 4 1511	Oribacterium parvum ACB1	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT934 934FTB41 2 2 1478	Oribacterium_parvum__HOT_934__Strain_FTB41__GB_AF287770__Named__G__4	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT934 SEQF2777 2 4 1511	Oribacterium parvum ACB1	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT934 SEQF2777 4 4 1514	Oribacterium parvum ACB1	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT108 108F0425 2 2 1478	Oribacterium_asaccharolyticum__HOT_108__Strain_F0425__GB_tbd__Named__G__4	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT108 108-5571 1 2 1478	Oribacterium_asaccharolyticum__HOT_108__Strain_ACB7__GB_NR_125571__Named__G__4	GCA_000238055.2_Oribacterium_sp_ACB1_V2
HOT108 SEQF1854 4 4 1512	Oribacterium sp. oral taxon 108 str. F0425	GCA_000214455.2_ASM21445v1
HOT108 SEQF1854 3 4 1513	Oribacterium sp. oral taxon 108 str. F0425	GCA_000214455.2_ASM21445v1
HOT457 457F0268 1 1 1478	Oribacterium_sinus__HOT_457__Strain_F0268__GB_FJ577261__Named__G__5	GCA_000214455.2_ASM21445v1
HOT457 SEQF1607 1 3 1439	Oribacterium sinus F0268	GCA_000160635.1_ASM16063v1
HOT278 SEQF2357 1 2 1512	Porphyromonas sp. oral taxon 278 str. W7784	GCA_000467855.2_ASM46785v2
HOT102 102FB046 2 2 1479	Oribacterium_sp.__HOT_102__Clone_FB046__GB_GQ422713__Unnamed__X__2	GCA_000467855.2_ASM46785v2
HOT102 102-1218 1 2 1479	Oribacterium_sp.__HOT_102__Clone_MCE7_60__GB_AF481218__Unnamed__X__2	GCA_000467855.2_ASM46785v2
HOT078 SEQF2448 1 1 1512	Oribacterium sp. oral taxon 078 str. F0263	GCA_000469565.1_ASM46956v1
HOT078 078F263a 3 4 1479	Oribacterium_sp.__HOT_078__Strain_F0263a__GB_tbd__Unnamed__G__4	GCA_000469565.1_ASM46956v1
HOT078 078F263b 4 4 1479	Oribacterium_sp.__HOT_078__Strain_F0263b__GB_tbd__Unnamed__G__4	GCA_000469565.1_ASM46956v1
